latitude,longitude,concentration_pct,thickness_m,category,source,timestamp
-70.0,9.5,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,10.0,93.2,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,10.5,86.2,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,11.0,85.9,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,11.5,80.9,1.66,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,12.0,79.6,1.63,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,12.5,90.1,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,13.0,89.9,1.82,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,13.5,91.4,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,14.0,96.9,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,14.5,97.4,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,15.0,97.4,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,15.5,94.9,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,16.0,87.3,1.77,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,16.5,96.7,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,17.0,98.4,1.97,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,17.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,18.0,94.1,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,18.5,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,19.0,96.2,1.93,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,19.5,98.5,1.97,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,20.0,95.2,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,20.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,21.0,94.2,1.9,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,21.5,99.8,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-70.0,22.0,98.2,1.97,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,0.0,99.6,1.99,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,0.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,1.0,93.1,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,1.5,95.0,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,2.0,93.1,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,2.5,98.3,1.97,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,3.0,91.4,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,3.5,94.9,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,4.0,92.8,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,4.5,97.5,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,5.0,99.3,1.99,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,5.5,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,6.0,94.0,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,6.5,91.6,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,7.0,95.8,1.92,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,7.5,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,8.0,92.0,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,8.5,90.4,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,9.0,98.9,1.98,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,9.5,99.7,1.99,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,10.0,90.1,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,10.5,91.8,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,11.0,72.1,1.5,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,11.5,76.7,1.58,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,12.0,79.5,1.63,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,12.5,90.1,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,13.0,95.2,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,13.5,89.2,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,14.0,93.4,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,14.5,98.1,1.97,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,15.0,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,15.5,97.5,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,16.0,92.1,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,16.5,85.0,1.73,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,17.0,99.0,1.98,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,17.5,96.3,1.93,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,18.0,94.7,1.9,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,18.5,96.5,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,19.0,93.1,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,19.5,93.6,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,20.0,93.0,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,20.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,21.0,94.8,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,21.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.5,22.0,91.0,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,0.0,88.5,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,0.5,94.2,1.9,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,1.0,97.0,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,1.5,90.7,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,2.0,91.7,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,2.5,95.2,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,3.0,92.8,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,3.5,94.1,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,4.0,85.5,1.74,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,4.5,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,5.0,94.6,1.9,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,5.5,93.0,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,6.0,93.9,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,6.5,93.3,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,7.0,97.6,1.96,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,7.5,93.9,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,8.0,92.4,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,8.5,90.3,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,9.0,95.2,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,9.5,93.0,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,10.0,87.9,1.78,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,10.5,88.1,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,11.0,85.9,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,11.5,82.6,1.69,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,12.0,83.4,1.7,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,12.5,87.7,1.78,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,13.0,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,13.5,90.9,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,14.0,91.4,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,14.5,95.1,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,15.0,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,15.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,16.0,90.2,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,16.5,91.1,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,17.0,90.2,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,17.5,96.2,1.93,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,18.0,85.9,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,18.5,97.9,1.96,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,19.0,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,19.5,92.9,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,20.0,97.2,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,20.5,96.0,1.93,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,21.0,92.9,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,21.5,90.7,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-69.0,22.0,92.3,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,0.0,96.2,1.93,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,0.5,93.6,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,1.0,93.9,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,1.5,88.4,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,2.0,97.8,1.96,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,2.5,90.3,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,3.0,95.3,1.92,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,3.5,92.8,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,4.0,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,4.5,89.7,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,5.0,89.9,1.82,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,5.5,97.2,1.95,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,6.0,93.8,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,6.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,7.0,91.2,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,7.5,91.7,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,8.0,91.7,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,8.5,88.7,1.8,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,9.0,94.2,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,9.5,94.4,1.9,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,10.0,86.7,1.76,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,10.5,83.9,1.71,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,11.0,86.3,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,11.5,80.5,1.65,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,12.0,86.0,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,12.5,83.6,1.7,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,13.0,84.7,1.72,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,13.5,94.9,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,14.0,90.1,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,14.5,93.5,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,15.0,89.1,1.8,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,15.5,100.0,2.0,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,16.0,93.8,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,16.5,85.5,1.74,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,17.0,89.2,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,17.5,86.6,1.76,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,18.0,96.8,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,18.5,92.2,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,19.0,99.5,1.99,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,19.5,89.7,1.82,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,20.0,88.3,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,20.5,91.2,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,21.0,86.9,1.76,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,21.5,95.8,1.92,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.5,22.0,90.9,1.84,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,0.0,93.4,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,0.5,96.6,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,1.0,92.4,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,1.5,90.8,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,2.0,95.3,1.92,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,2.5,86.0,1.75,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,3.0,97.8,1.96,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,3.5,90.3,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,4.0,90.2,1.82,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,4.5,89.8,1.82,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,5.0,92.7,1.87,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,5.5,92.4,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,6.0,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,6.5,89.9,1.82,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,7.0,93.1,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,7.5,89.0,1.8,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,8.0,89.2,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,8.5,91.5,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,9.0,88.2,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,9.5,90.7,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,10.0,87.3,1.77,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,10.5,92.4,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,11.0,87.6,1.78,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,11.5,83.5,1.7,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,12.0,89.3,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,12.5,93.1,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,13.0,90.6,1.83,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,13.5,94.0,1.89,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,14.0,87.4,1.77,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,14.5,89.3,1.81,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,15.0,89.0,1.8,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,15.5,91.8,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,16.0,91.8,1.85,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,16.5,92.4,1.86,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,17.0,96.8,1.94,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,17.5,94.7,1.91,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,18.0,88.9,1.8,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,18.5,93.2,1.88,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,19.0,95.4,1.92,Very High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
-68.0,19.5,88.4,1.79,High Ice,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.813836
