latitude,longitude,current_speed_knots,current_direction_deg,sea_surface_temp_c,salinity_psu,source,timestamp
-64.0,9.0,0.44,276.7,-1.6,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,10.0,0.5,245.9,-1.6,34.46,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,11.0,0.63,270.9,-1.6,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,12.0,0.57,279.5,-1.6,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,13.0,0.53,246.9,-1.6,33.87,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,14.0,0.33,284.1,-1.6,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,15.0,0.56,261.1,-1.6,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,16.0,0.64,278.4,-1.6,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,17.0,0.52,265.6,-1.6,34.44,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,18.0,0.78,274.0,-1.6,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,19.0,0.75,281.0,-1.6,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,20.0,0.78,278.1,-1.6,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,21.0,0.76,278.3,-1.6,34.4,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-64.0,22.0,0.79,262.3,-1.6,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,0.0,0.86,82.3,-0.95,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,1.0,0.78,101.9,-0.95,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,2.0,0.91,111.2,-0.95,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,3.0,0.8,91.3,-0.95,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,4.0,0.9,68.7,-0.95,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,5.0,0.98,82.3,-0.95,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,6.0,0.73,87.8,-0.95,34.39,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,7.0,0.88,72.7,-0.95,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,8.0,0.87,82.5,-0.95,34.39,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,9.0,0.95,86.5,-0.95,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,10.0,0.79,89.2,-0.95,33.97,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,11.0,1.01,103.9,-0.95,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,12.0,0.85,96.5,-0.95,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,13.0,0.9,67.6,-0.95,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,14.0,0.92,101.5,-0.95,34.46,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,15.0,0.76,113.4,-0.95,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,16.0,0.71,90.8,-0.95,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,17.0,0.8,106.1,-0.95,34.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,18.0,0.88,93.1,-0.95,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,19.0,1.03,89.0,-0.95,34.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,20.0,0.72,69.0,-0.95,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,21.0,0.7,97.8,-0.95,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-63.0,22.0,0.89,79.6,-0.95,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,0.0,0.96,100.7,-0.6,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,1.0,1.09,90.8,-0.6,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,2.0,1.07,89.2,-0.6,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,3.0,1.07,99.5,-0.6,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,4.0,1.06,92.2,-0.6,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,5.0,0.99,89.1,-0.6,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,6.0,0.95,87.5,-0.6,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,7.0,1.03,105.3,-0.6,34.03,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,8.0,1.14,85.4,-0.6,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,9.0,1.05,92.3,-0.6,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,10.0,1.08,92.5,-0.6,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,11.0,0.93,80.3,-0.6,34.41,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,12.0,0.95,89.8,-0.6,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,13.0,0.81,72.2,-0.6,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,14.0,0.84,77.3,-0.6,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,15.0,1.02,78.2,-0.6,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,16.0,1.05,84.8,-0.6,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,17.0,0.99,97.3,-0.6,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,18.0,1.02,97.8,-0.6,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,19.0,0.99,99.6,-0.6,33.96,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,20.0,1.13,94.7,-0.6,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,21.0,0.95,92.6,-0.6,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-62.0,22.0,1.14,88.9,-0.6,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,0.0,1.22,85.5,-0.25,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,1.0,1.11,71.9,-0.25,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,2.0,1.31,94.9,-0.25,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,3.0,1.05,78.9,-0.25,34.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,4.0,1.07,74.2,-0.25,34.47,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,5.0,1.26,82.4,-0.25,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,6.0,1.1,117.8,-0.25,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,7.0,1.04,90.3,-0.25,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,8.0,0.95,93.7,-0.25,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,9.0,1.21,100.5,-0.25,34.03,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,10.0,1.18,101.4,-0.25,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,11.0,1.12,92.8,-0.25,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,12.0,1.19,84.2,-0.25,34.42,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,13.0,1.2,86.6,-0.25,34.36,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,14.0,1.15,97.0,-0.25,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,15.0,1.36,85.4,-0.25,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,16.0,1.07,92.0,-0.25,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,17.0,1.17,84.5,-0.25,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,18.0,1.01,99.3,-0.25,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,19.0,1.16,87.1,-0.25,34.01,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,20.0,1.19,87.0,-0.25,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,21.0,1.06,87.3,-0.25,34.13,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-61.0,22.0,1.07,92.0,-0.25,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,0.0,1.19,98.7,0.1,33.97,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,1.0,1.42,87.7,0.1,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,2.0,1.17,88.5,0.1,34.13,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,3.0,1.19,73.0,0.1,34.02,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,4.0,1.29,97.5,0.1,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,5.0,1.29,104.3,0.1,33.89,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,6.0,1.15,90.7,0.1,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,7.0,1.14,96.6,0.1,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,8.0,1.04,101.9,0.1,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,9.0,1.18,91.3,0.1,34.24,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,10.0,1.28,78.9,0.1,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,11.0,1.29,89.5,0.1,34.44,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,12.0,1.22,101.9,0.1,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,13.0,1.26,107.7,0.1,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,14.0,1.08,74.3,0.1,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,15.0,1.11,98.0,0.1,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,16.0,1.22,70.8,0.1,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,17.0,1.27,114.4,0.1,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,18.0,1.19,68.9,0.1,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,19.0,1.18,91.8,0.1,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,20.0,1.14,92.7,0.1,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,21.0,1.23,97.9,0.1,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-60.0,22.0,1.26,86.9,0.1,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,0.0,1.05,111.3,0.45,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,1.0,1.16,95.7,0.45,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,2.0,1.07,103.6,0.45,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,3.0,1.22,81.9,0.45,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,4.0,1.08,83.3,0.45,34.13,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,5.0,1.06,101.5,0.45,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,6.0,1.19,108.3,0.45,33.97,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,7.0,1.15,96.1,0.45,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,8.0,1.04,93.9,0.45,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,9.0,1.19,88.5,0.45,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,10.0,1.17,88.8,0.45,34.09,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,11.0,1.27,90.2,0.45,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,12.0,1.19,90.3,0.45,34.03,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,13.0,1.23,74.9,0.45,33.94,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,14.0,1.14,94.4,0.45,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,15.0,1.23,99.1,0.45,34.01,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,16.0,1.35,100.7,0.45,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,17.0,0.98,101.6,0.45,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,18.0,1.24,110.8,0.45,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,19.0,1.3,92.0,0.45,34.02,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,20.0,1.03,88.1,0.45,34.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,21.0,1.24,102.4,0.45,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-59.0,22.0,1.24,78.1,0.45,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,0.0,1.03,106.6,0.8,34.52,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,1.0,1.17,92.6,0.8,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,2.0,1.15,109.5,0.8,34.35,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,3.0,1.0,82.5,0.8,34.31,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,4.0,0.99,107.1,0.8,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,5.0,1.1,98.1,0.8,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,6.0,1.14,82.0,0.8,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,7.0,1.03,82.7,0.8,34.01,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,8.0,1.21,102.4,0.8,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,9.0,0.96,82.8,0.8,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,10.0,1.21,92.8,0.8,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,11.0,1.14,97.6,0.8,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,12.0,1.05,102.1,0.8,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,13.0,1.11,88.0,0.8,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,14.0,1.08,90.1,0.8,34.4,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,15.0,1.19,108.4,0.8,34.29,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,16.0,1.14,93.5,0.8,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,17.0,1.24,88.6,0.8,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,18.0,0.89,99.4,0.8,34.39,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,19.0,1.15,104.3,0.8,34.04,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,20.0,1.14,94.4,0.8,34.34,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,21.0,1.02,115.3,0.8,34.18,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-58.0,22.0,1.32,86.3,0.8,33.76,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,0.0,0.99,70.1,1.15,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,1.0,1.04,94.4,1.15,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,2.0,1.08,101.0,1.15,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,3.0,0.98,94.0,1.15,33.99,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,4.0,0.94,89.0,1.15,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,5.0,1.03,75.4,1.15,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,6.0,1.02,101.2,1.15,34.08,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,7.0,0.98,103.7,1.15,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,8.0,0.96,61.8,1.15,34.05,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,9.0,0.93,96.6,1.15,34.27,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,10.0,0.96,93.3,1.15,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,11.0,0.99,94.8,1.15,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,12.0,1.05,69.8,1.15,34.17,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,13.0,0.87,100.3,1.15,34.21,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,14.0,0.87,83.3,1.15,34.07,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,15.0,1.18,102.5,1.15,34.1,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,16.0,1.13,84.1,1.15,34.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,17.0,0.99,80.4,1.15,34.32,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,18.0,1.14,93.3,1.15,33.79,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,19.0,0.91,98.7,1.15,33.88,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,20.0,0.93,100.0,1.15,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,21.0,0.99,73.6,1.15,34.11,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-57.0,22.0,1.0,96.1,1.15,34.49,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,0.0,0.94,94.2,1.5,34.25,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,1.0,0.93,101.2,1.5,34.06,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,2.0,0.71,108.7,1.5,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,3.0,0.89,118.3,1.5,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,4.0,0.86,103.1,1.5,34.26,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,5.0,0.98,72.4,1.5,34.12,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,6.0,0.91,87.6,1.5,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,7.0,0.77,95.0,1.5,34.14,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,8.0,0.65,113.7,1.5,34.19,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,9.0,0.81,76.4,1.5,34.3,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,10.0,0.72,93.5,1.5,34.33,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,11.0,0.92,72.7,1.5,34.22,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,12.0,0.76,82.4,1.5,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,13.0,0.86,89.2,1.5,34.28,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,14.0,0.76,86.7,1.5,34.48,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,15.0,0.67,90.3,1.5,34.16,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,16.0,0.74,91.9,1.5,33.98,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,17.0,0.83,87.2,1.5,34.15,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,18.0,0.74,87.7,1.5,34.23,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
-56.0,19.0,0.99,75.6,1.5,34.2,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.827683
