latitude,longitude,air_temp_c,wind_speed_knots,wind_direction_deg,wave_height_m,wave_period_s,pressure_hpa,visibility_km,precipitation_mm,source,timestamp
-66.0,19.0,-14.3,20.1,208.8,1.2,8.4,990.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-66.0,20.0,-15.9,18.3,208.4,1.1,8.3,991.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-66.0,21.0,-15.0,12.4,246.5,0.9,8.1,987.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-66.0,22.0,-15.7,14.4,215.9,1.0,8.2,984.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,0.0,-12.0,17.3,206.1,1.5,8.8,989.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,1.0,-14.0,16.0,196.5,1.4,8.7,994.7,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,2.0,-12.5,25.3,193.0,1.8,9.2,990.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,3.0,-13.3,13.7,198.6,1.3,8.6,990.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,4.0,-11.8,22.7,192.8,1.7,9.0,987.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,5.0,-15.0,16.6,200.1,1.4,8.7,985.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,6.0,-12.9,19.4,231.6,1.6,8.9,992.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,7.0,-13.4,17.2,213.9,1.5,8.8,993.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,8.0,-12.1,16.1,214.0,1.4,8.7,991.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,9.0,-16.0,9.7,193.4,1.1,8.3,995.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,10.0,-12.1,16.3,227.7,1.4,8.7,985.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,11.0,-13.4,13.7,187.3,1.3,8.6,987.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,12.0,-12.8,18.6,177.4,1.5,8.8,986.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,13.0,-14.7,22.0,187.9,1.7,9.0,990.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,14.0,-13.3,24.0,230.1,1.8,9.2,986.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,15.0,-14.4,12.5,215.8,1.3,8.6,995.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,16.0,-13.8,15.0,262.2,1.4,8.7,988.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,17.0,-13.8,20.5,210.0,1.6,8.9,983.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,18.0,-12.5,20.1,193.7,1.6,8.9,988.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,19.0,-13.9,21.2,170.3,1.7,9.0,988.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,20.0,-14.4,14.9,220.7,1.4,8.7,985.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,21.0,-15.2,21.2,211.5,1.7,9.0,994.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-65.0,22.0,-13.9,24.5,217.1,1.8,9.2,987.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,0.0,-12.1,21.7,188.9,2.1,9.5,993.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,1.0,-12.4,17.9,240.6,1.9,9.3,997.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,2.0,-12.8,12.2,223.6,1.6,8.9,992.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,3.0,-12.4,13.8,238.1,1.6,8.9,990.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,4.0,-11.0,16.2,187.2,1.8,9.2,990.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,5.0,-12.9,14.0,214.9,1.7,9.0,992.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,6.0,-12.6,13.8,188.0,1.6,8.9,994.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,7.0,-13.3,14.7,220.7,1.7,9.0,988.6,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,8.0,-9.7,15.9,213.8,1.8,9.2,993.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,9.0,-10.4,10.9,222.7,1.5,8.8,992.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,10.0,-14.3,21.6,212.9,2.1,9.5,996.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,11.0,-13.3,12.2,241.0,1.6,8.9,987.6,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,12.0,-13.1,15.5,176.8,1.7,9.0,992.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,13.0,-11.9,22.4,190.3,2.1,9.5,990.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,14.0,-11.4,18.7,190.8,1.9,9.3,993.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,15.0,-11.2,22.9,200.2,2.2,9.6,990.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,16.0,-12.4,12.9,211.0,1.6,8.9,993.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,17.0,-14.5,16.8,232.4,1.8,9.2,988.6,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,18.0,-12.5,15.8,221.1,1.8,9.2,985.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,19.0,-12.0,22.1,158.5,2.1,9.5,990.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,20.0,-12.8,17.7,186.0,1.9,9.3,992.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,21.0,-13.5,16.4,223.3,1.8,9.2,988.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-64.0,22.0,-11.4,17.4,200.6,1.9,9.3,983.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,0.0,-11.7,15.5,215.5,2.1,9.5,992.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,1.0,-10.8,14.3,216.4,2.0,9.4,996.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,2.0,-9.7,19.9,217.7,2.4,9.9,988.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,3.0,-13.2,15.7,196.4,2.1,9.5,992.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,4.0,-11.4,22.1,233.4,2.5,10.0,990.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,5.0,-11.7,10.8,233.5,1.8,9.2,989.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,6.0,-10.4,29.4,214.8,3.0,10.6,993.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,7.0,-9.3,19.5,195.0,2.4,9.9,994.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,8.0,-9.3,13.2,226.4,1.9,9.3,999.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,9.0,-10.2,22.1,216.6,2.5,10.0,988.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,10.0,-11.0,17.2,197.7,2.2,9.6,994.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,11.0,-10.8,15.0,209.3,2.1,9.5,989.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,12.0,-11.3,10.3,208.1,1.7,9.0,994.0,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,13.0,-11.8,21.0,199.1,2.5,10.0,992.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,14.0,-12.5,21.1,214.7,2.5,10.0,995.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,15.0,-11.1,16.7,241.1,2.2,9.6,996.8,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,16.0,-11.0,17.6,224.0,2.2,9.6,992.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,17.0,-12.6,9.9,202.4,1.7,9.0,991.7,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,18.0,-11.5,19.7,196.9,2.4,9.9,992.4,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,19.0,-10.5,11.1,225.4,1.8,9.2,987.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,20.0,-11.7,14.7,219.8,2.0,9.4,991.7,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,21.0,-10.9,19.4,184.7,2.4,9.9,990.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-63.0,22.0,-10.3,16.0,176.7,2.1,9.5,988.9,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,0.0,-8.9,25.1,252.7,3.2,10.8,987.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,1.0,-10.9,27.8,262.9,3.4,11.1,997.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,2.0,-8.4,25.3,280.3,3.2,10.8,988.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,3.0,-8.3,33.1,248.9,3.8,11.6,994.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,4.0,-9.6,35.3,265.8,4.0,11.8,997.6,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,5.0,-11.7,29.1,228.0,3.5,11.2,992.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,6.0,-9.8,26.3,261.3,3.3,11.0,990.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,7.0,-9.5,32.6,269.4,3.8,11.6,985.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,8.0,-11.8,35.2,271.4,4.0,11.8,991.6,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,9.0,-9.7,31.1,256.2,3.7,11.4,990.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,10.0,-9.8,33.2,268.2,3.9,11.7,989.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,11.0,-10.2,30.5,244.9,3.6,11.3,986.2,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,12.0,-11.0,24.2,248.9,3.1,10.7,992.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,13.0,-10.7,33.7,264.7,3.9,11.7,991.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,14.0,-10.1,29.8,268.8,3.6,11.3,990.3,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,15.0,-10.0,27.3,285.3,3.4,11.1,990.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,16.0,-10.6,20.5,269.9,2.8,10.4,991.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,17.0,-9.7,19.6,257.2,2.8,10.4,991.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,18.0,-9.8,19.2,240.2,2.7,10.2,988.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,19.0,-12.2,21.5,251.7,2.9,10.5,989.5,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,20.0,-8.1,17.7,244.6,2.6,10.1,995.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,21.0,-11.6,22.7,268.6,3.0,10.6,983.1,12.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-62.0,22.0,-8.7,13.5,248.9,2.3,9.8,992.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,0.0,-8.8,21.9,258.7,3.0,10.6,987.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,1.0,-7.3,27.7,254.4,3.4,11.1,989.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,2.0,-7.5,29.2,245.9,3.5,11.2,992.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,3.0,-8.8,39.0,258.7,4.3,12.2,990.8,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,4.0,-8.5,33.4,254.8,3.9,11.7,983.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,5.0,-9.3,29.5,293.2,3.6,11.3,985.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,6.0,-9.5,27.4,281.2,3.4,11.1,985.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,7.0,-9.6,34.0,275.8,3.9,11.7,991.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,8.0,-8.8,30.2,264.4,3.6,11.3,992.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,9.0,-6.8,32.7,265.9,3.8,11.6,987.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,10.0,-9.3,33.9,259.0,3.9,11.7,989.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,11.0,-9.1,32.6,277.3,3.8,11.6,988.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,12.0,-8.1,34.8,236.5,4.0,11.8,990.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,13.0,-9.6,27.2,269.2,3.4,11.1,989.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,14.0,-6.7,24.5,291.3,3.2,10.8,992.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,15.0,-7.0,28.9,236.8,3.5,11.2,992.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,16.0,-5.4,25.9,256.5,3.3,11.0,990.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,17.0,-8.9,20.6,299.3,2.8,10.4,983.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,18.0,-8.1,25.7,228.6,3.3,11.0,991.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,19.0,-6.9,25.6,259.6,3.2,10.8,993.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,20.0,-9.3,20.7,240.9,2.9,10.5,989.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,21.0,-6.2,16.1,264.2,2.5,10.0,990.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-61.0,22.0,-9.3,16.7,236.0,2.5,10.0,990.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,0.0,-7.8,25.5,251.1,3.2,10.8,987.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,1.0,-7.1,25.0,267.2,3.2,10.8,990.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,2.0,-8.6,24.8,263.5,3.2,10.8,984.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,3.0,-7.5,36.3,263.3,4.1,11.9,986.5,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,4.0,-5.7,28.7,280.0,3.5,11.2,993.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,5.0,-7.8,34.3,281.4,3.9,11.7,992.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,6.0,-10.0,29.4,263.8,3.6,11.3,994.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,7.0,-6.0,32.2,270.7,3.8,11.6,987.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,8.0,-8.9,32.5,274.9,3.8,11.6,983.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,9.0,-6.8,32.8,269.3,3.8,11.6,988.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,10.0,-8.2,35.3,267.5,4.0,11.8,986.5,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,11.0,-7.4,32.3,269.5,3.8,11.6,992.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,12.0,-8.1,27.1,219.2,3.4,11.1,988.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,13.0,-6.7,27.3,248.7,3.4,11.1,985.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,14.0,-6.0,28.2,285.8,3.5,11.2,984.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,15.0,-6.5,21.9,280.4,3.0,10.6,988.9,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,16.0,-10.0,24.7,274.1,3.2,10.8,985.4,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,17.0,-8.7,21.8,230.8,2.9,10.5,988.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,18.0,-6.4,17.4,249.2,2.6,10.1,987.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,19.0,-7.1,25.9,262.4,3.3,11.0,985.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,20.0,-6.6,17.6,262.8,2.6,10.1,990.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,21.0,-7.5,17.8,274.3,2.6,10.1,986.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-60.0,22.0,-7.2,18.0,281.6,2.6,10.1,990.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,0.0,-5.9,28.3,255.7,3.5,11.2,986.6,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,1.0,-5.1,24.7,284.5,3.2,10.8,987.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,2.0,-3.2,33.1,266.4,3.8,11.6,990.1,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,3.0,-6.1,33.3,260.7,3.9,11.7,989.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,4.0,-3.6,34.1,278.9,3.9,11.7,987.8,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,5.0,-5.9,33.4,264.2,3.9,11.7,984.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,6.0,-7.2,39.2,257.4,4.3,12.2,990.6,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,7.0,-7.7,32.3,266.4,3.8,11.6,987.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,8.0,-3.4,32.6,284.3,3.8,11.6,982.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,9.0,-7.3,39.2,281.1,4.3,12.2,984.2,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,10.0,-5.2,40.0,272.4,4.4,12.3,984.1,4.0,1.5,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,11.0,-7.0,31.5,250.3,3.7,11.4,990.5,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,12.0,-6.5,29.3,231.3,3.5,11.2,984.3,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,13.0,-5.5,29.2,250.2,3.5,11.2,991.2,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,14.0,-5.7,28.9,286.2,3.5,11.2,989.0,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
-59.0,15.0,-5.5,27.9,266.8,3.4,11.1,987.7,25.0,0.0,DEMO DATA — NOT FOR REAL-WORLD NAVIGATION,2026-09-21T13:29:46.824674
